Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Avg Run Cadence,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2016-02-21 06:19:55,false,"Kenchenahalli Running","21.29","1,799","02:37:45","168","181","5.0","162","246","7:25","3:51","235","254","0.83","--","7.3","280","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2016-02-20 06:55:25,false,"Tokada Running","2.11","130","00:14:18","135","150","2.5","160","168","6:46","2:47","20","24","0.92","--","7.0","295","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2016-02-19 06:44:24,false,"Tokada Running","3.97","287","00:30:09","142","159","3.5","162","254","7:36","3:20","42","46","0.81","--","6.7","265","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2016-02-18 06:45:52,false,"Srirampuram Running","3.18","229","00:23:56","142","156","3.3","162","166","7:31","3:43","32","35","0.82","--","6.9","274","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2016-02-17 07:06:13,false,"Chakradwarabandham Running","4.37","331","00:30:09","158","169","5.0","164","168","6:54","2:41","48","49","0.88","--","7.8","266","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2016-02-15 06:32:36,false,"Tokada Running","4.23","330","00:30:02","157","170","4.4","164","168","7:06","2:48","45","50","0.86","--","7.7","272","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2016-01-27 07:18:13,false,"Pagidala Running","3.68","149","00:33:45","106","136","1.2","122","166","9:11","4:24","33","35","0.89","--","6.3","484","--","--","--","--","0.0","--","--","--","--","22.0","No","--:--:--","--","26.0","--","--","--","--:--:--","00:NaN:NaN","927","930"
Running,2016-01-24 08:22:22,false,"Chakradwarabandham Running","4.30","286","00:30:03","141","154","3.4","164","178","7:00","2:19","45","48","0.87","--","6.7","278","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2016-01-21 06:30:53,false,"Tokada Running","3.69","298","00:30:18","143","155","3.5","164","170","8:12","5:22","45","49","0.74","--","6.7","267","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2016-01-19 06:46:44,false,"Srirampuram Running","3.90","310","00:30:08","146","157","4.1","164","170","7:43","4:49","44","44","0.79","--","7.4","274","--","--","--","--","0.0","--","--","--","--","23.0","No","--:--:--","--","24.0","--","--","--","--:--:--","00:NaN:NaN","864","878"
Running,2016-01-10 07:00:25,false,"Chakradwarabandham Running","7.46","548","01:00:01","141","156","3.4","158","188","8:03","3:05","87","94","0.79","--","6.8","279","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2016-01-08 06:15:25,false,"Chakradwarabandham Running","5.45","427","00:45:03","140","152","3.2","162","170","8:16","4:32","64","73","0.75","--","6.5","276","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2016-01-01 18:45:48,false,"Srirampuram Running","2.69","154","00:31:22","108","143","1.5","118","168","11:39","4:45","30","39","0.73","--","5.4","485","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-12-26 07:03:00,false,"Manambuchavadi Running","4.74","337","00:35:06","140","156","3.1","162","170","7:24","2:10","13","14","0.83","--","7.4","266","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-12-13 06:01:03,false,"Ajmera Thump Half  Marathon","21.38","1,694","02:30:53","161","180","5.0","168","254","7:03","5:37","182","204","0.84","--","7.2","263","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-12-11 06:50:35,false,"Chakradwarabandham Running","4.76","358","00:37:04","140","154","3.5","162","170","7:47","3:39","54","57","0.79","--","7.1","284","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-12-06 08:10:12,false,"Srirampuram Running","9.57","779","01:15:02","148","158","4.3","162","170","7:50","4:36","115","120","0.79","--","7.2","270","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-12-04 06:37:50,false,"Chakradwarabandham Running","4.37","357","00:33:02","146","162","3.9","162","170","7:33","2:17","45","49","0.82","--","7.4","273","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-11-20 06:58:06,false,"30m","4.79","371","00:30:04","163","176","4.9","164","174","6:17","1:50","122","46","0.97","--","7.7","270","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-10-18 10:53:50,false,"Sri Jayachamarajendra Road Running","5.13","396","00:37:53","--","--","--","150","184","7:23","4:12","29","22","0.90","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-10-08 06:57:31,false,"30m","4.19","355","00:30:02","153","166","3.7","166","170","7:10","4:06","48","48","0.84","--","7.4","271","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-10-06 06:49:02,false,"30m","4.23","368","00:30:02","154","165","3.7","166","172","7:06","3:46","60","48","0.85","--","7.4","272","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-10-05 07:02:03,false,"30m","5.72","361","00:30:08","159","171","4.2","166","174","5:16","5:04","49","49","1.14","--","7.6","269","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-09-25 07:05:31,false,"30m","4.31","345","00:30:03","150","162","3.8","168","172","6:58","2:43","47","48","0.85","--","7.3","261","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-09-23 07:23:21,false,"30m","4.25","361","00:30:05","153","169","4.3","166","174","7:05","4:11","47","48","0.85","--","7.4","271","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-09-22 06:51:57,false,"30m","4.26","378","00:30:24","154","166","3.9","166","176","7:08","3:07","46","47","0.84","--","7.4","275","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-09-14 06:58:32,false,"30m","5.65","346","00:30:01","150","166","3.9","166","172","5:19","4:58","44","47","1.13","--","7.4","270","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-09-09 07:08:09,false,"30m","4.15","346","00:30:01","150","165","4.1","164","172","7:14","2:49","41","66","0.84","--","7.3","265","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-09-08 06:38:10,false,"30m","5.55","317","00:30:03","153","166","3.9","162","168","5:25","5:02","50","49","1.14","--","7.6","263","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-08-29 07:22:48,false,"30m","3.89","306","00:30:01","148","163","3.5","164","176","7:43","3:06","46","50","0.79","--","6.6","283","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-07-15 06:49:31,false,"30m","5.65","327","00:30:02","147","157","3.6","166","172","5:19","1:51","99","48","1.13","--","7.6","261","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-07-07 06:57:18,false,"30m","4.27","324","00:30:03","145","158","3.4","166","170","7:02","2:27","48","46","0.86","--","7.7","261","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-06-28 06:16:56,false,"Ajmera Thump Half Marathon","21.39","1,521","02:33:50","153","169","4.0","166","254","7:12","5:08","263","275","0.84","--","7.4","267","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-06-26 06:48:30,false,"W9-30m","4.32","320","00:30:02","144","160","3.3","164","180","6:57","2:16","52","51","0.88","--","7.6","260","--","--","--","--","0.0","--","--","--","--","24.0","No","--:--:--","--","26.0","--","--","--","--:--:--","00:NaN:NaN","866","991"
Running,2015-06-24 06:50:45,false,"W9-30m","4.58","309","00:30:04","142","153","3.1","164","172","6:34","2:24","51","49","0.93","--","8.0","257","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-06-22 07:02:36,false,"W9-30m","4.30","314","00:30:13","142","155","3.2","164","170","7:02","1:41","49","47","0.87","--","7.6","258","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-06-17 06:48:45,false,"W8-45m","6.82","446","00:45:03","141","154","3.1","164","170","6:37","2:40","66","70","0.92","--","7.7","262","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-06-11 06:58:57,false,"W7-45m","7.46","456","00:45:03","142","154","3.2","164","172","6:02","2:33","65","70","1.01","--","7.7","255","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-06-09 06:46:31,false,"W7-30m","4.15","312","00:30:01","142","155","3.1","164","168","7:14","3:47","48","46","0.84","--","8.0","269","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-06-06 07:07:52,false,"W6-150m","23.68","1,422","02:30:14","148","166","3.6","156","186","6:21","1:19","196","209","1.01","--","7.4","288","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-06-03 06:55:02,false,"W6-30m","4.22","329","00:30:03","148","159","3.3","166","170","7:07","3:38","49","48","0.85","--","8.0","265","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-05-23 16:40:13,false,"W4-45m","6.37","510","00:45:02","152","165","3.8","166","172","7:04","1:59","75","75","0.85","--","7.6","259","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-05-22 06:39:23,false,"W4-30m","4.45","331","00:30:03","147","160","3.3","166","172","6:45","3:29","46","44","0.89","--","7.9","255","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-05-20 06:21:48,false,"W4-60m","8.41","631","01:00:05","145","156","3.6","166","174","7:08","3:19","94","100","0.84","--","7.7","254","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-05-19 06:38:18,false,"W4-60m","9.01","688","01:00:03","155","168","4.8","168","176","6:40","3:15","91","100","0.89","--","7.9","257","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-05-18 06:35:21,false,"W4-30m","4.66","322","00:30:14","146","164","3.2","166","174","6:29","2:21","43","112","0.93","--","8.0","257","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-05-15 06:46:36,false,"W3-20m","2.82","199","00:20:24","139","153","2.6","162","172","7:14","3:52","34","37","0.85","--","7.7","283","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-05-12 06:42:33,false,"W3-45mZ2","6.79","471","00:45:00","147","160","3.6","166","174","6:38","2:34","65","77","0.91","--","7.8","256","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-05-10 17:41:36,false,"1h","8.81","664","01:00:02","154","167","4.5","166","174","6:49","2:58","92","107","0.88","--","7.5","252","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-05-09 06:38:38,false,"45m","5.67","457","00:45:01","142","161","3.3","164","176","7:56","4:32","39","44","0.77","--","7.6","255","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-05-05 07:20:47,false,"W2-30mZ2","4.51","328","00:30:00","147","163","3.6","166","176","6:39","3:39","49","54","0.91","--","8.0","249","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-05-02 06:24:43,false,"W1-60mZ2","8.08","630","01:00:01","146","162","4.6","166","172","7:26","3:35","19","22","0.81","--","7.6","254","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-04-28 07:03:26,false,"W1-30mZ2","4.79","313","00:30:00","145","172","3.6","166","174","6:16","2:19","42","45","0.96","--","7.7","262","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-04-21 06:50:23,false,"W17-60mZ2","8.09","615","01:00:02","145","155","4.0","164","170","7:25","4:14","93","95","0.82","--","7.7","253","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-04-15 06:55:33,false,"W16-30mZ2","4.45","330","00:30:30","--","--","--","168","172","6:52","4:30","47","50","0.87","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-04-14 07:00:40,false,"W16-60mZ2","8.11","660","01:00:00","148","159","4.5","166","174","7:24","3:49","90","97","0.81","--","7.6","257","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-04-12 07:46:14,false,"W15-75mZ2","13.10","783","01:15:00","139","176","3.2","166","172","5:44","5:03","107","113","1.05","--","7.9","242","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-04-10 06:27:38,false,"W15-60mZ2","8.26","666","01:00:02","149","159","3.5","164","172","7:16","2:59","89","95","0.84","--","7.7","255","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-04-09 06:45:40,false,"W15-30mZ2","4.41","343","00:30:06","149","158","3.1","166","170","6:50","3:03","44","46","0.88","--","7.5","258","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-04-08 06:30:27,false,"W15-60mZ2","8.43","731","01:00:03","154","164","4.0","166","170","7:07","2:52","89","96","0.85","--","7.6","233","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-04-07 06:37:03,false,"W15-30mZ2","4.22","384","00:30:03","153","162","3.3","164","172","7:08","2:39","44","51","0.86","--","7.9","261","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-04-06 06:44:07,false,"30m","5.80","357","00:30:04","152","164","3.3","166","170","5:11","4:50","48","51","1.16","--","7.9","266","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-04-03 06:12:36,false,"W14-60mZ2","8.15","735","01:00:00","151","161","4.0","168","174","7:22","3:54","17","27","0.81","--","7.6","248","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-03-31 07:22:59,false,"W14-30mZ2","5.90","341","00:30:03","153","166","3.4","166","172","5:06","4:45","48","52","1.18","--","7.7","256","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-03-28 07:18:03,false,"W13-75mZ2","10.41","884","01:15:01","158","167","4.7","164","172","7:13","2:56","115","133","0.85","--","7.9","255","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-03-25 06:41:10,false,"W13-15mZ2","2.44","168","00:15:01","146","158","2.6","168","174","6:09","2:28","25","27","0.97","--","7.9","258","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-03-24 06:26:50,false,"W13-45mZ2","6.37","495","00:45:00","147","157","3.5","166","172","7:04","3:06","68","77","0.85","--","7.7","258","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-03-22 07:23:15,false,"W12-75m2","10.81","829","01:15:00","148","157","3.7","166","176","6:56","3:54","117","129","0.87","--","7.4","256","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-03-20 06:23:00,false,"W12-60mZ2","8.47","691","01:00:00","149","159","4.0","168","176","7:05","3:27","94","107","0.84","--","7.5","259","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-03-18 07:17:21,false,"W12-15mZ2","2.11","172","00:15:00","145","156","2.7","166","172","7:06","4:04","23","23","0.85","--","7.7","248","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-03-17 06:27:05,false,"W12-60mZ2","8.27","674","01:00:00","145","160","3.4","166","170","7:16","3:49","86","92","0.83","--","7.7","262","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-03-15 07:47:19,false,"60m","11.91","656","01:00:00","154","167","4.2","166","172","5:02","4:42","92","106","1.20","--","7.6","267","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-03-09 06:46:02,false,"20m","3.02","211","00:20:08","147","158","3.0","166","176","6:41","3:30","32","36","0.90","--","7.6","241","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-02-27 06:53:26,false,"W9-60mZ2","8.40","609","01:00:00","148","159","3.8","166","174","7:09","3:46","89","99","0.84","--","7.7","259","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-02-25 07:14:31,false,"W9-15mZ2","2.08","150","00:15:01","147","169","2.6","164","168","7:12","3:32","23","24","0.85","--","7.5","255","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-02-22 10:05:30,false,"Goa Triathlon 2015 - Running","10.13","850","01:15:40","158","171","5.0","164","192","7:28","5:53","53","99","0.81","--","7.4","214","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-02-20 06:54:59,false,"W8-60mZ2","8.55","612","01:00:00","147","158","4.4","164","170","7:01","3:15","91","104","0.87","--","7.8","269","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-02-17 06:29:57,false,"W8-60mZ2","8.19","621","01:00:00","149","158","4.5","166","172","7:20","2:52","92","96","0.82","--","7.4","266","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-02-15 07:36:47,false,"W7-75mZ2","10.65","794","01:15:00","153","174","4.5","166","178","7:02","2:33","118","126","0.86","--","7.7","268","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-02-13 06:59:19,false,"W7-75mZ2","10.59","775","01:15:00","151","169","5.0","166","176","7:05","3:04","124","137","0.85","--","7.8","255","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-02-10 07:16:59,false,"W7-30mZ2","4.40","332","00:30:02","153","168","4.1","166","172","6:50","3:08","49","48","0.88","--","7.7","270","--","--","--","--","0.0","--","--","--","--","20.0","No","--:--:--","--","25.0","--","--","--","--:--:--","00:NaN:NaN","875","912"
Running,2015-01-20 06:58:42,false,"W4-45mZ2","7.23","495","00:45:00","153","165","3.9","168","176","6:14","2:55","71","87","0.96","--","7.5","265","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-01-18 08:31:49,false,"W3-60mZ2","9.33","658","01:00:02","155","171","4.4","166","174","6:26","2:36","103","110","0.94","--","8.0","263","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-01-16 08:35:18,false,"W3-30mZ2","4.70","324","00:30:02","152","163","3.4","166","176","6:23","4:17","85","53","0.94","--","8.0","258","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-01-11 07:36:18,false,"W2-60mZ2","8.38","667","01:00:00","157","174","4.6","166","174","7:09","3:41","97","108","0.84","--","7.9","266","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-01-06 06:29:15,false,"W2-45mZ2","6.38","481","00:45:01","150","172","3.9","166","172","7:03","3:24","67","80","0.85","--","7.9","259","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-01-04 07:16:45,false,"W1-60mZ2","8.57","652","01:00:00","153","165","4.3","166","178","7:00","3:37","95","108","0.86","--","7.7","261","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2015-01-02 07:09:05,false,"W1-45mZ2","6.18","495","00:45:00","152","164","4.1","166","176","7:17","4:33","69","77","0.83","--","7.7","263","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-12-30 06:27:01,false,"W1-30mZ2","4.47","332","00:30:01","153","164","3.6","168","174","6:43","3:03","42","50","0.89","--","7.9","256","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-12-23 06:55:29,false,"30m","5.29","343","00:30:02","157","168","4.1","168","178","5:41","1:27","49","59","1.05","--","8.3","261","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-12-18 06:41:11,false,"30m","4.76","339","00:30:03","152","163","3.9","168","174","6:19","2:15","46","52","0.94","--","8.0","260","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-12-17 06:39:23,false,"30m","4.64","344","00:30:02","155","167","4.4","166","172","6:28","2:59","45","49","0.93","--","7.7","266","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-12-15 06:49:41,false,"30m","4.54","345","00:30:02","155","170","4.3","166","176","6:37","3:16","45","49","0.91","--","7.7","262","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-12-07 04:00:33,false,"The Wipro Chennai Marathon","42.84","3,078","06:13:03","154","173","5.0","150","246","8:42","3:58","173","194","0.77","--","6.8","328","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-11-04 07:03:23,false,"W12D3-Easy Run","4.77","321","00:30:03","153","168","3.7","166","174","6:18","3:10","45","46","0.96","--","8.2","254","--","--","--","--","0.0","--","--","--","--","23.0","No","--:--:--","--","25.0","--","--","--","--:--:--","00:NaN:NaN","842","909"
Running,2014-10-31 06:22:13,false,"W11D5-Easy Run","5.61","319","00:30:02","152","167","3.6","166","172","5:21","1:45","46","50","1.13","--","8.4","255","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-10-23 06:49:53,false,"4K","4.01","279","00:34:17","131","157","3.0","154","172","8:33","6:01","5","13","0.76","--","7.2","306","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-10-22 17:43:35,false,"3K","3.01","220","00:25:50","134","144","2.3","158","202","8:36","5:04","1","5","0.74","--","7.8","261","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-10-19 16:25:48,false,"W09D7-1h20m","11.25","835","01:20:02","151","164","4.5","166","174","7:07","2:49","124","133","0.85","--","8.2","244","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-10-18 16:26:23,false,"45m","5.46","380","00:39:28","145","172","3.4","164","252","7:14","4:18","64","63","0.84","--","7.9","262","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
Running,2014-10-16 06:50:39,false,"30m","4.21","282","00:30:02","141","163","3.0","166","172","7:08","3:12","43","46","0.84","--","7.9","257","--","--","--","--","0.0","--","--","--","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:NaN:NaN","--","--"
