Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Avg Run Cadence,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2024-04-03 06:59:49,false,"Hendon - Golders Green","5.01","500","00:51:54","141","156","--","148","258","10:21","6:49","70","73","0.65","--","8.9","352","--","--","--","186","0.0","181","287","7,628","--","--","No","00:51:54","1","--","--","--","--","00:51:37","00:51:54","50","77"
Running,2024-04-02 05:25:40,false,"Hendon - Golders Green","5.01","476","00:51:32","144","159","--","150","234","10:17","5:32","62","65","0.65","--","8.7","356","--","--","--","185","0.0","179","297","7,704","--","--","No","00:51:32","1","--","--","--","--","00:51:30","00:51:32","51","78"
Running,2024-03-31 15:39:48,false,"Hendon - Finchley","7.01","569","01:13:31","150","163","--","146","186","10:29","8:41","68","44","0.65","--","8.8","360","--","--","--","181","0.0","178","273","10,702","--","--","No","01:13:31","1","--","--","--","--","01:13:30","01:13:31","44","88"
Running,2024-03-29 11:11:08,false,"Hendon","5.01","463","00:48:38","151","165","--","152","186","9:42","8:04","43","41","0.68","--","9.0","357","--","--","--","186","0.0","183","393","7,364","--","--","No","00:48:38","1","--","--","--","--","00:48:28","00:50:10","48","80"
Running,2021-12-22 09:41:58,false,"Eden Running","0.01","2","00:00:44.2","88","97","0.0","--","--","--","15:40","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","21.0","No","00:00:44.2","1","21.0","--","--","--","00:00:00","00:00:49.1","340","389"
Running,2021-11-22 19:50:50,false,"Barnet Running","2.58","215","00:28:32","152","170","2.8","140","165","11:03","9:07","38","35","0.65","--","--","--","--","--","--","--","0.0","--","--","4,024","--","16.0","No","00:07:54.7","3","26.0","--","--","--","00:28:30","00:28:32","48","74"
Running,2021-10-02 10:23:04,false,"Barnet Running","3.18","260","00:30:04","154","175","3.2","155","162","9:27","7:34","22","26","0.68","--","--","--","--","--","--","--","0.0","--","--","4,666","--","18.0","No","00:01:49.4","4","24.0","--","--","--","00:30:04","00:30:04","45","65"
Running,2021-09-05 09:53:25,false,"City of Westminster Running","10.01","776","01:31:22","149","171","3.7","130","247","9:08","5:38","30","40","0.85","--","--","--","--","--","--","--","0.0","--","--","12,826","--","23.0","No","00:00:02.2","11","29.0","--","--","--","01:31:19","01:31:22","5","25"
Running,2021-08-15 12:19:29,false,"Running","0.48","35","00:04:23.6","124","137","--","142","170","9:04","4:24","--","--","0.78","--","--","--","--","--","--","--","0.0","--","--","562","--","--","No","00:04:23.6","1","--","--","--","--","00:03:16","00:04:23.6","--","--"
Running,2021-07-10 08:12:15,false,"Barnet Running","2.44","194","00:26:03","145","166","2.4","146","159","10:41","8:40","28","31","0.64","--","--","--","--","--","--","--","0.0","--","--","3,822","--","21.0","No","00:05:22.0","3","26.0","--","--","--","00:25:54","00:26:03","56","80"
Running,2021-07-07 07:08:31,false,"Barnet Running","2.51","201","00:27:36","138","159","2.3","146","159","11:01","8:09","28","32","0.62","--","--","--","--","--","--","--","0.0","--","--","4,032","--","21.0","No","00:05:51.9","3","26.0","--","--","--","00:27:33","00:27:36","51","74"
Running,2021-07-01 06:58:52,false,"Barnet Running","2.73","217","00:30:39","135","155","2.3","145","158","11:14","9:18","41","31","0.61","--","--","--","--","--","--","--","0.0","--","--","4,438","--","20.0","No","00:08:16.3","3","25.0","--","--","--","00:30:38","00:30:39","33","62"
Running,2021-04-29 18:49:03,false,"Barnet Running","3.20","259","00:32:34","143","164","3.2","145","174","10:11","5:42","47","42","0.68","--","--","--","--","--","--","--","0.0","--","--","4,748","--","19.0","No","00:02:44.8","4","28.0","--","--","--","00:32:14","00:32:34","49","75"
Running,2021-04-09 07:52:45,false,"Barnet Running","2.36","182","00:24:01","140","168","2.6","153","161","10:11","8:56","32","24","0.64","--","--","--","--","--","--","--","0.0","--","--","3,656","--","15.0","No","00:03:43.5","3","25.0","--","--","--","00:24:00","00:24:01","50","75"
Running,2021-03-11 07:40:31,false,"Barnet Running","3.16","249","00:35:14","131","149","2.5","140","174","11:08","7:02","52","48","0.64","--","--","--","--","--","--","--","0.0","--","--","4,986","--","15.0","No","00:02:10.6","4","27.0","--","--","--","00:35:02","00:35:14","48","75"
Running,2021-03-06 11:44:02,false,"Barnet Running","6.52","551","01:18:09","137","170","3.0","128","175","11:59","4:41","69","50","0.65","--","--","--","--","--","--","--","0.0","--","--","10,404","--","15.0","No","00:06:34.5","7","28.0","--","--","--","01:13:05","01:18:09","36","71"
Running,2021-03-05 12:44:37,false,"Barnet Running","3.47","280","00:30:10","158","173","3.9","160","172","8:42","6:37","25","26","0.72","--","--","--","--","--","--","--","0.0","--","--","4,838","--","14.0","No","00:04:04.0","4","25.0","--","--","--","00:30:09","00:30:10","44","62"
Running,2021-03-04 12:37:55,false,"Barnet Running","3.16","255","00:34:10","141","158","2.8","140","236","10:48","7:42","54","39","0.67","--","--","--","--","--","--","--","0.0","--","--","4,878","--","16.0","No","00:02:05.3","4","26.0","--","--","--","00:34:08","00:34:10","51","80"
Running,2021-03-03 07:39:42,false,"Barnet Running","2.73","223","00:31:13","135","161","2.7","137","170","11:26","6:57","49","33","0.64","--","--","--","--","--","--","--","0.0","--","--","4,350","--","12.0","No","00:08:56.9","3","19.0","--","--","--","00:30:50","00:31:13","54","82"
Running,2021-03-02 07:46:36,false,"Barnet Running","3.29","265","00:38:09","138","162","2.6","136","170","11:36","7:05","50","37","0.63","--","--","--","--","--","--","--","0.0","--","--","5,262","--","13.0","No","00:03:55.1","4","25.0","--","--","--","00:37:41","00:40:57","51","80"
Running,2021-02-27 11:19:50,false,"Barnet Running","6.28","507","01:15:21","135","161","2.8","124","166","12:00","8:12","98","90","0.67","--","--","--","--","--","--","--","0.0","--","--","9,784","--","19.0","No","00:03:38.9","7","28.0","--","--","--","01:13:53","01:15:21","33","99"
Running,2021-02-26 07:35:01,false,"Barnet Running","3.25","253","00:37:37","127","147","2.4","138","176","11:34","2:27","50","39","0.63","--","--","--","--","--","--","--","0.0","--","--","5,256","--","14.0","No","00:03:29.1","4","26.0","--","--","--","00:36:42","00:37:37","49","77"
Running,2021-02-25 07:17:12,false,"Barnet Running","3.21","243","00:40:12","122","142","2.2","133","172","12:31","7:16","45","40","0.60","--","--","--","--","--","--","--","0.0","--","--","5,420","--","16.0","No","00:02:50.2","4","27.0","--","--","--","00:39:15","00:40:12","48","71"
Running,2021-02-24 07:37:09,false,"Barnet Running","3.20","251","00:36:57","130","156","2.6","138","170","11:34","7:17","48","40","0.63","--","--","--","--","--","--","--","0.0","--","--","5,232","--","18.0","No","00:06:12.3","4","28.0","--","--","--","00:36:01","00:36:57","49","73"
Running,2021-02-23 07:33:56,false,"Barnet Running","3.18","248","00:37:52","128","157","2.4","134","170","11:54","8:07","52","38","0.63","--","--","--","--","--","--","--","0.0","--","--","5,276","--","16.0","No","00:02:37.5","4","27.0","--","--","--","00:37:01","00:37:52","49","77"
Running,2021-02-21 11:47:40,false,"Barnet Running","6.16","500","01:22:06","131","155","2.4","120","162","13:20","9:18","69","70","0.63","--","--","--","--","--","--","--","0.0","--","--","10,378","--","20.0","No","00:02:12.5","7","25.0","--","--","--","01:15:44","01:22:06","58","93"
Running,2021-02-20 11:42:06,false,"Barnet Running","5.62","448","01:07:39","146","163","2.7","137","162","12:03","7:21","67","55","0.61","--","--","--","--","--","--","--","0.0","--","--","9,406","--","21.0","No","00:07:49.0","6","26.0","--","--","--","01:07:20","01:07:39","77","111"
Running,2021-02-15 18:30:55,false,"Barnet Running","6.07","462","01:08:47","141","156","2.8","142","158","11:20","9:30","67","60","0.62","--","--","--","--","--","--","--","0.0","--","--","9,770","--","15.0","No","00:01:02.5","7","23.0","--","--","--","01:08:27","01:08:47","74","109"
Running,2021-02-06 16:29:10,false,"Barnet - W06D7-Long Run","8.35","700","01:32:48","148","173","3.4","140","168","11:07","8:12","140","113","0.64","--","--","--","--","--","--","--","0.0","--","--","13,194","--","13.0","No","00:00:19.5","14","28.0","--","--","--","01:32:13","01:36:40","36","88"
Running,2021-02-05 07:45:30,false,"Barnet Running","2.56","191","00:30:14","127","143","2.1","146","161","11:49","9:45","37","24","0.58","--","--","--","--","--","--","--","0.0","--","--","4,406","--","14.0","No","00:06:37.8","3","26.0","--","--","--","00:30:14","00:30:14","56","83"
Running,2021-02-03 07:43:18,false,"Barnet - W06D4-Fartlek","3.62","275","00:42:35","130","151","2.5","144","162","11:45","8:56","52","44","0.59","--","--","--","--","--","--","--","0.0","--","--","6,132","--","16.0","No","00:00:05.9","6","26.0","--","--","--","00:42:32","00:42:35","53","80"
Running,2021-01-20 06:46:08,false,"Barnet Running","2.00","156","00:22:52","128","138","2.1","145","166","11:26","8:48","29","21","0.60","--","--","--","--","--","--","--","0.0","--","--","3,326","--","17.0","No","00:00:00.7","3","27.0","--","--","--","00:21:56","00:22:52","71","97"
Running,2021-01-18 20:29:47,false,"Barnet Running","3.38","258","00:41:03","130","153","2.1","137","153","12:08","9:27","49","41","0.60","--","--","--","--","--","--","--","0.0","--","--","5,692","--","15.0","No","00:06:00.8","4","25.0","--","--","--","00:41:01","00:41:03","57","83"
Running,2021-01-15 17:51:48,false,"Barnet Running","10.59","859","02:08:49","138","174","3.0","131","250","12:10","8:23","162","140","0.63","--","--","--","--","--","--","--","0.0","--","--","17,170","--","8.0","No","00:08:46.0","11","26.0","--","--","--","02:05:10","02:09:24","39","124"
Running,2021-01-13 07:51:15,false,"Barnet Running","3.00","228","00:41:30","111","149","2.1","114","160","13:49","8:56","31","24","0.63","--","--","--","--","--","--","--","0.0","--","--","4,878","--","13.0","No","00:00:03.6","4","26.0","--","--","--","00:41:24","01:05:07","70","100"
Running,2021-01-11 08:01:52,false,"Barnet - W03D2-Easy Run","3.01","230","00:35:13","126","143","2.2","140","160","11:41","9:45","43","37","0.61","--","--","--","--","--","--","--","0.0","--","--","4,970","--","13.0","No","00:00:09.6","5","23.0","--","--","--","00:34:53","00:35:13","57","84"
Running,2021-01-08 18:27:21,false,"Barnet Running","9.14","731","01:46:28","141","170","2.9","142","160","11:39","7:46","152","134","0.60","--","--","--","--","--","--","--","0.0","--","--","15,156","--","6.0","No","00:02:13.9","10","24.0","--","--","--","01:45:51","01:46:28","31","105"
Running,2021-01-06 07:18:39,false,"Barnet Running","6.01","411","01:01:08","132","150","2.4","149","164","10:10","7:25","53","56","0.66","--","--","--","--","--","--","--","0.0","--","--","9,094","--","13.0","No","00:00:11.8","7","22.0","--","--","--","01:00:56","01:01:08","57","97"
Running,2021-01-02 18:36:16,false,"Barnet - W01D7-Long Run","8.07","631","01:34:18","139","162","2.7","142","164","11:41","9:10","93","67","0.60","--","--","--","--","--","--","--","0.0","--","--","13,512","--","8.0","No","00:00:06.5","11","22.0","--","--","--","01:33:32","01:34:18","53","114"
Running,2020-12-30 06:19:36,false,"Barnet - W01D4-Steady Run","3.45","266","00:37:06","136","158","2.6","144","165","10:46","8:48","43","35","0.65","--","--","--","--","--","--","--","0.0","--","--","5,432","--","10.0","No","00:00:05.8","5","22.0","--","--","--","00:37:05","00:37:06","55","89"
Running,2020-12-28 19:18:19,false,"Barnet - W01D2-Easy Run","3.57","275","00:40:08","140","165","2.4","144","163","11:14","8:59","47","43","0.62","--","--","--","--","--","--","--","0.0","--","--","5,796","--","11.0","No","00:00:07.5","6","23.0","--","--","--","00:40:06","00:40:08","57","84"
Running,2020-12-25 11:37:03,false,"Barnet Running","8.14","677","01:32:27","139","167","3.6","133","166","11:22","7:38","117","90","0.66","--","--","--","--","--","--","--","0.0","--","--","12,770","--","12.0","No","00:02:05.0","9","26.0","--","--","--","01:27:33","01:39:52","51","98"
Running,2020-12-24 09:48:14,false,"Barnet Running","7.94","651","01:27:21","147","184","3.8","142","170","11:00","6:34","127","116","0.64","--","--","--","--","--","--","--","0.0","--","--","12,492","--","11.0","No","00:09:40.6","8","23.0","--","--","--","01:25:28","01:27:21","54","133"
Running,2020-12-22 08:53:08,false,"Barnet Running","2.92","242","00:33:02","142","173","3.0","139","162","11:19","8:38","43","40","0.64","--","--","--","--","--","--","--","0.0","--","--","4,684","--","16.0","No","00:10:06","3","28.0","--","--","--","00:32:06","00:33:02","47","73"
Running,2020-12-18 07:41:35,false,"Barnet Running","2.62","198","00:32:29","124","143","2.2","133","160","12:23","9:30","39","31","0.61","--","--","--","--","--","--","--","0.0","--","--","4,360","--","19.0","No","00:08:31.4","3","27.0","--","--","--","00:32:12","00:32:29","51","76"
Running,2020-12-16 08:13:43,false,"Barnet Running","2.69","211","00:33:15","133","158","2.4","132","164","12:21","9:24","43","32","0.62","--","--","--","--","--","--","--","0.0","--","--","4,424","--","18.0","No","00:09:46.3","3","28.0","--","--","--","00:32:59","00:33:15","50","78"
Running,2020-12-13 16:12:53,false,"Barnet Running","5.02","402","01:00:52","142","163","2.4","138","166","12:07","8:40","51","43","0.60","--","--","--","--","--","--","--","0.0","--","--","8,558","--","17.0","No","00:00:30.9","6","27.0","--","--","--","01:00:41","01:00:52","51","86"
Running,2020-06-17 07:58:34,false,"Bengaluru - W02D3-Intervals","3.51","289","00:40:07","145","179","3.4","130","238","11:26","7:32","47","50","0.67","--","--","--","--","--","--","--","0.0","--","--","5,228","--","27.0","No","00:00:06.8","13","29.0","--","--","--","00:40:05","00:40:07","884","901"
Running,2020-06-16 07:42:40,false,"Bengaluru - W02D2-Easy Run","4.32","339","00:49:38","146","167","2.9","143","166","11:30","8:21","53","57","0.61","--","--","--","--","--","--","--","0.0","--","--","7,068","--","27.0","No","00:00:06.7","6","29.0","--","--","--","00:49:36","00:49:38","888","900"
Running,2020-06-14 08:13:05,false,"Bengaluru - W01D7-Long Run","5.66","455","01:05:11","147","158","2.7","141","162","11:32","9:01","63","70","0.61","--","--","--","--","--","--","--","0.0","--","--","9,222","--","27.0","No","00:00:09.0","8","29.0","--","--","--","01:05:05","01:05:11","886","899"
Running,2020-02-24 06:26:01,false,"Bengaluru Running","3.54","281","00:39:51","140","161","2.7","143","170","11:15","8:35","41","46","0.62","--","--","--","--","--","--","--","0.0","--","--","5,680","--","23.0","No","00:07:32.4","4","28.0","--","--","--","00:39:46","00:39:51","891","902"
Running,2020-02-12 06:12:40,false,"Bengaluru Running","3.00","230","00:31:02","141","156","2.6","149","162","10:20","7:58","38","35","0.65","--","--","--","--","--","--","--","0.0","--","--","4,632","--","22.0","No","00:00:02.3","4","27.0","--","--","--","00:31:00","00:31:02","891","902"
Running,2020-02-05 06:01:48,false,"Bengaluru Running","5.01","402","00:52:34","148","163","3.1","150","162","10:30","7:46","62","63","0.63","--","--","--","--","--","--","--","0.0","--","--","7,892","--","24.0","No","00:00:02.4","6","27.0","--","--","--","00:52:32","00:52:34","890","902"
Running,2020-01-11 19:44:19,false,"Bengaluru Running","4.50","373","00:50:37","147","166","3.0","138","166","11:14","7:17","59","60","0.65","--","--","--","--","--","--","--","0.0","--","--","7,144","--","26.0","No","00:07:08.9","5","28.0","--","--","--","00:50:32","00:50:37","1,019","1,032"
Running,2019-07-31 05:40:45,false,"Bengaluru Running","4.24","319","00:48:41","137","147","2.3","146","161","11:29","7:02","45","49","0.60","--","--","--","--","--","--","--","0.0","--","--","7,060","--","25.0","No","00:03:22.7","5","27.0","--","--","--","00:48:40","00:48:41","886","901"
Running,2019-07-30 06:05:04,false,"Bengaluru Running","2.76","203","00:30:12","130","140","2.2","149","162","10:55","8:59","32","34","0.62","--","--","--","--","--","--","--","0.0","--","--","4,484","--","26.0","No","00:08:08.2","3","31.0","--","--","--","00:30:11","00:30:12","888","900"
Running,2019-07-24 05:33:21,false,"Bengaluru Running","4.00","325","00:45:10","144","159","2.6","150","164","11:17","8:38","50","53","0.59","--","--","--","--","--","--","--","0.0","--","--","6,748","--","26.0","No","00:00:01.5","5","28.0","--","--","--","00:45:09","00:45:10","890","902"
Running,2019-07-23 05:57:19,false,"Bengaluru Running","3.60","292","00:40:01","145","155","2.5","152","160","11:08","8:21","44","46","0.59","--","--","--","--","--","--","--","0.0","--","--","6,048","--","25.0","No","00:06:42.9","4","27.0","--","--","--","00:40:01","00:40:01","888","901"
Running,2019-06-22 06:16:09,false,"Bengaluru Running","3.24","258","00:36:02","140","167","2.4","146","160","11:08","9:01","37","38","0.62","--","--","--","--","--","--","--","0.0","--","--","5,284","--","27.0","No","00:03:19.0","4","30.0","--","--","--","00:35:41","00:36:02","890","903"
Running,2019-06-09 18:51:54,false,"Bengaluru Running","10.00","741","01:59:25","133","150","2.2","135","249","11:56","8:12","118","133","0.62","--","--","--","--","--","--","--","0.0","--","--","16,286","--","28.0","No","00:00:02.5","11","31.0","--","--","--","01:58:47","01:59:25","1,015","1,030"
Running,2019-01-21 06:28:04,false,"Bengaluru Running","2.79","236","00:30:02","145","155","2.6","154","164","10:46","7:48","48","49","0.60","--","--","--","--","--","--","--","0.0","--","--","4,610","--","21.0","No","--:--:--","3","28.0","--","--","--","00:29:52","00:30:02","603","684"
Running,2018-12-18 06:48:55,false,"Bengaluru Running","3.01","235","00:31:02","141","155","2.4","156","168","10:20","7:58","32","43","0.62","--","--","--","--","--","--","--","0.0","--","--","4,826","--","22.0","No","--:--:--","4","26.0","--","--","--","00:30:56","00:31:02","877","897"
Running,2018-12-17 06:52:57,false,"Bengaluru Running","3.14","242","00:30:01","137","148","2.7","157","162","9:34","6:10","33","36","0.67","--","--","--","--","--","--","--","0.0","--","--","4,706","--","22.0","No","--:--:--","4","28.0","--","--","--","00:30:01","00:30:01","901","914"
Running,2018-12-13 06:33:50,false,"Beltangadi Running","6.33","510","00:57:49","151","166","3.5","155","168","9:08","7:34","79","80","0.70","--","--","--","--","--","--","--","0.0","--","--","9,068","--","20.0","No","--:--:--","7","23.0","--","--","--","00:57:38","00:57:49","940","995"
